name	type	country	admin_level
sant julia de loria	parish	020|ad|andorra|and	1
ordino	parish	020|ad|andorra|and	1
la massana	parish	020|ad|andorra|and	1
encamp	parish	020|ad|andorra|and	1
canillo	parish	020|ad|andorra|and	1
andorra la vella	parish	020|ad|andorra|and	1
escaldes-engordany	parish	020|ad|andorra|and	1
umm al qaywayn|umm al quwain	emirate	ae|784|are|united arab emirates	1
ras al khaimah|ra's al khaymah	emirate	ae|784|are|united arab emirates	1
dubayy|dubai	emirate	ae|784|are|united arab emirates	1
sharjah|ash shariqah	emirate	ae|784|are|united arab emirates	1
al fujayrah|fujairah	emirate	ae|784|are|united arab emirates	1
'ajman|ajman	emirate	ae|784|are|united arab emirates	1
abu zaby|abu dhabi	emirate	ae|784|are|united arab emirates	1
abu dhabi municipality		ae|784|are|united arab emirates	2
al ain municipality		ae|784|are|united arab emirates	2
al dhafra		ae|784|are|united arab emirates	2
al fujairah municipality		ae|784|are|united arab emirates	2
dibba al fujairah municipality		ae|784|are|united arab emirates	2
dhaid		ae|784|are|united arab emirates	2
ajman		ae|784|are|united arab emirates	2
khor fakkan		ae|784|are|united arab emirates	2
dibba al hesn		ae|784|are|united arab emirates	2
kalba		ae|784|are|united arab emirates	2
ras al khaimah		ae|784|are|united arab emirates	2
umm al quwain		ae|784|are|united arab emirates	2
milehah		ae|784|are|united arab emirates	2
al madam		ae|784|are|united arab emirates	2
sharjah		ae|784|are|united arab emirates	2
al hamriyah		ae|784|are|united arab emirates	2
manama		ae|784|are|united arab emirates	2
masfut		ae|784|are|united arab emirates	2
al batayih		ae|784|are|united arab emirates	2
sector 6		ae|784|are|united arab emirates	2
sector 2		ae|784|are|united arab emirates	2
sector 8		ae|784|are|united arab emirates	2
sector 9		ae|784|are|united arab emirates	2
sector 1		ae|784|are|united arab emirates	2
sector 5		ae|784|are|united arab emirates	2
sector 4		ae|784|are|united arab emirates	2
sector 7		ae|784|are|united arab emirates	2
sector 3		ae|784|are|united arab emirates	2
kabul|zabul	province	afghanistan|af|004|afg	1
wardak|maidan wardak province	province	afghanistan|af|004|afg	1
takhar	province	afghanistan|af|004|afg	1
sar-e pol province|sar-e pul	province	afghanistan|af|004|afg	1
samangan	province	afghanistan|af|004|afg	1
parwan	province	afghanistan|af|004|afg	1
paktiya|paktika	province	afghanistan|af|004|afg	1
paktia		afghanistan|af|004|afg	1
uruzgan|oruzgan	province	afghanistan|af|004|afg	1
nimroz	province	afghanistan|af|004|afg	1
nangarhar	province	afghanistan|af|004|afg	1
logar	province	afghanistan|af|004|afg	1
laghman	province	afghanistan|af|004|afg	1
kunduz	province	afghanistan|af|004|afg	1
kunar	province	afghanistan|af|004|afg	1
kapisa	province	afghanistan|af|004|afg	1
kandahar	province	afghanistan|af|004|afg	1
kabul		afghanistan|af|004|afg	1
jowzjan	province	afghanistan|af|004|afg	1
herat	province	afghanistan|af|004|afg	1
helmand	province	afghanistan|af|004|afg	1
ghor|ghowr	province	afghanistan|af|004|afg	1
ghazni	province	afghanistan|af|004|afg	1
faryab	province	afghanistan|af|004|afg	1
farah	province	afghanistan|af|004|afg	1
bamyan	province	afghanistan|af|004|afg	1
balkh	province	afghanistan|af|004|afg	1
baghlan	province	afghanistan|af|004|afg	1
badghis	province	afghanistan|af|004|afg	1
badakhshan	province	afghanistan|af|004|afg	1
khowst|khost	province	afghanistan|af|004|afg	1
nuristan	province	afghanistan|af|004|afg	1
daykundi	province	afghanistan|af|004|afg	1
panjshayr|panjshir	province	afghanistan|af|004|afg	1
shighnan district		afghanistan|af|004|afg	2
gelan		afghanistan|af|004|afg	2
arghanj khwah		afghanistan|af|004|afg	2
argo		afghanistan|af|004|afg	2
baharak		afghanistan|af|004|afg	2
darayim		afghanistan|af|004|afg	2
darwaz-e bala		afghanistan|af|004|afg	2
darwaz-e pa'in		afghanistan|af|004|afg	2
faizabad		afghanistan|af|004|afg	2
ishkashim		afghanistan|af|004|afg	2
jurm		afghanistan|af|004|afg	2
khash		afghanistan|af|004|afg	2
khwahan		afghanistan|af|004|afg	2
kishim		afghanistan|af|004|afg	2
kohistan		afghanistan|af|004|afg	2
kuf ab		afghanistan|af|004|afg	2
raghistan		afghanistan|af|004|afg	2
shahr-e buzurg		afghanistan|af|004|afg	2
shiki		afghanistan|af|004|afg	2
shuhada		afghanistan|af|004|afg	2
tagab		afghanistan|af|004|afg	2
tashkan		afghanistan|af|004|afg	2
wakhan		afghanistan|af|004|afg	2
warduj		afghanistan|af|004|afg	2
yaftal-e sufla		afghanistan|af|004|afg	2
yamgan		afghanistan|af|004|afg	2
yawan		afghanistan|af|004|afg	2
zaybak		afghanistan|af|004|afg	2
ab-e kamari		afghanistan|af|004|afg	2
ghormach		afghanistan|af|004|afg	2
jowand		afghanistan|af|004|afg	2
muqur		afghanistan|af|004|afg	2
murghab		afghanistan|af|004|afg	2
qadis		afghanistan|af|004|afg	2
qal'ah-ye now		afghanistan|af|004|afg	2
andarab		afghanistan|af|004|afg	2
baghlan-e jadid		afghanistan|af|004|afg	2
burkah		afghanistan|af|004|afg	2
dahanah-ye ghori		afghanistan|af|004|afg	2
deh-e salah		afghanistan|af|004|afg	2
doshi		afghanistan|af|004|afg	2
firing wa gharu		afghanistan|af|004|afg	2
guzargah-e nur		afghanistan|af|004|afg	2
khinjan		afghanistan|af|004|afg	2
khost wa firing		afghanistan|af|004|afg	2
khwajah hijran		afghanistan|af|004|afg	2
nahrin		afghanistan|af|004|afg	2
pul-e hisar		afghanistan|af|004|afg	2
talah wa barfak		afghanistan|af|004|afg	2
kahmard		afghanistan|af|004|afg	2
panjab		afghanistan|af|004|afg	2
sayghan		afghanistan|af|004|afg	2
waras		afghanistan|af|004|afg	2
yakawlang		afghanistan|af|004|afg	2
anar darah		afghanistan|af|004|afg	2
bakwah		afghanistan|af|004|afg	2
bala buluk		afghanistan|af|004|afg	2
gulistan		afghanistan|af|004|afg	2
khak-e safed		afghanistan|af|004|afg	2
lash-e juwayn		afghanistan|af|004|afg	2
pur chaman		afghanistan|af|004|afg	2
pusht-e rod		afghanistan|af|004|afg	2
qal'ah-ye kah		afghanistan|af|004|afg	2
shayb koh		afghanistan|af|004|afg	2
khan-e chahar bagh		afghanistan|af|004|afg	2
almar		afghanistan|af|004|afg	2
andkhoy		afghanistan|af|004|afg	2
bal chiragh		afghanistan|af|004|afg	2
dowlatabad		afghanistan|af|004|afg	2
gurziwan		afghanistan|af|004|afg	2
khwajah sabz posh		afghanistan|af|004|afg	2
kohistan		afghanistan|af|004|afg	2
maimanah		afghanistan|af|004|afg	2
pashtun kot		afghanistan|af|004|afg	2
qaisar		afghanistan|af|004|afg	2
qaram qol		afghanistan|af|004|afg	2
qurghan		afghanistan|af|004|afg	2
shirin tagab		afghanistan|af|004|afg	2
ab band		afghanistan|af|004|afg	2
ajristan		afghanistan|af|004|afg	2
andar		afghanistan|af|004|afg	2
bahram-e shahid		afghanistan|af|004|afg	2
deh yak		afghanistan|af|004|afg	2
ghazni		afghanistan|af|004|afg	2
giro		afghanistan|af|004|afg	2
jaghuri		afghanistan|af|004|afg	2
khwajah 'omari		afghanistan|af|004|afg	2
malistan		afghanistan|af|004|afg	2
muqer		afghanistan|af|004|afg	2
nawah		afghanistan|af|004|afg	2
nawur		afghanistan|af|004|afg	2
qarah bagh		afghanistan|af|004|afg	2
rashidan		afghanistan|af|004|afg	2
waghaz		afghanistan|af|004|afg	2
wali muhammad shahid khugyani		afghanistan|af|004|afg	2
zanakhan		afghanistan|af|004|afg	2
chaghcharan		afghanistan|af|004|afg	2
chahar sadah		afghanistan|af|004|afg	2
du lainah		afghanistan|af|004|afg	2
dowlatyar		afghanistan|af|004|afg	2
la'l wa sar jangal		afghanistan|af|004|afg	2
pasaband		afghanistan|af|004|afg	2
saghar		afghanistan|af|004|afg	2
shahrak		afghanistan|af|004|afg	2
taywarah		afghanistan|af|004|afg	2
tulak		afghanistan|af|004|afg	2
baghran		afghanistan|af|004|afg	2
dishu		afghanistan|af|004|afg	2
kajaki		afghanistan|af|004|afg	2
lashkar gah		afghanistan|af|004|afg	2
musa qal'ah		afghanistan|af|004|afg	2
nad 'ali		afghanistan|af|004|afg	2
nahr-e saraj		afghanistan|af|004|afg	2
nawah-ye barakzai		afghanistan|af|004|afg	2
reg-e khan neshin		afghanistan|af|004|afg	2
sangin		afghanistan|af|004|afg	2
washer		afghanistan|af|004|afg	2
adraskan		afghanistan|af|004|afg	2
chisht-e sharif		afghanistan|af|004|afg	2
farsi		afghanistan|af|004|afg	2
ghoriyan		afghanistan|af|004|afg	2
gulran		afghanistan|af|004|afg	2
injil		afghanistan|af|004|afg	2
karukh		afghanistan|af|004|afg	2
kuhsan		afghanistan|af|004|afg	2
kushk		afghanistan|af|004|afg	2
kushk-e kuhnah		afghanistan|af|004|afg	2
guzarah		afghanistan|af|004|afg	2
obeh		afghanistan|af|004|afg	2
pashtun zarghun		afghanistan|af|004|afg	2
shindand		afghanistan|af|004|afg	2
zindah jan		afghanistan|af|004|afg	2
bagrami		afghanistan|af|004|afg	2
chahar asyab		afghanistan|af|004|afg	2
deh-e sabz		afghanistan|af|004|afg	2
farzah		afghanistan|af|004|afg	2
gul darah		afghanistan|af|004|afg	2
istalif		afghanistan|af|004|afg	2
kalakan		afghanistan|af|004|afg	2
khak-e jabar		afghanistan|af|004|afg	2
mir bachah kot		afghanistan|af|004|afg	2
musahi		afghanistan|af|004|afg	2
paghman		afghanistan|af|004|afg	2
qarah bagh		afghanistan|af|004|afg	2
shakar darah		afghanistan|af|004|afg	2
alah say		afghanistan|af|004|afg	2
hisah-ye awal-e kohistan		afghanistan|af|004|afg	2
hisah-ye duwum-e kohistan		afghanistan|af|004|afg	2
koh band		afghanistan|af|004|afg	2
mahmud-e raqi		afghanistan|af|004|afg	2
nijrab		afghanistan|af|004|afg	2
tagab		afghanistan|af|004|afg	2
shah wali kot		afghanistan|af|004|afg	2
azrah		afghanistan|af|004|afg	2
baraki barak		afghanistan|af|004|afg	2
charkh		afghanistan|af|004|afg	2
kharwar		afghanistan|af|004|afg	2
khoshi		afghanistan|af|004|afg	2
muhammad aghah		afghanistan|af|004|afg	2
pul-e 'alam		afghanistan|af|004|afg	2
achin		afghanistan|af|004|afg	2
bati kot		afghanistan|af|004|afg	2
bihsud		afghanistan|af|004|afg	2
chaparhar		afghanistan|af|004|afg	2
darah-ye nur		afghanistan|af|004|afg	2
deh bala		afghanistan|af|004|afg	2
dur baba		afghanistan|af|004|afg	2
goshtah		afghanistan|af|004|afg	2
hisarak		afghanistan|af|004|afg	2
jalalabad		afghanistan|af|004|afg	2
kamah		afghanistan|af|004|afg	2
khugyani		afghanistan|af|004|afg	2
kot		afghanistan|af|004|afg	2
kuz kunar		afghanistan|af|004|afg	2
la'lpur		afghanistan|af|004|afg	2
mohmand darah		afghanistan|af|004|afg	2
naziyan		afghanistan|af|004|afg	2
pachir wa agam		afghanistan|af|004|afg	2
rodat		afghanistan|af|004|afg	2
sherzad		afghanistan|af|004|afg	2
shinwar		afghanistan|af|004|afg	2
surkh rod		afghanistan|af|004|afg	2
chahar burjak		afghanistan|af|004|afg	2
kang		afghanistan|af|004|afg	2
khash rod		afghanistan|af|004|afg	2
zaranj		afghanistan|af|004|afg	2
arghandab		afghanistan|af|004|afg	2
arghistan		afghanistan|af|004|afg	2
daman		afghanistan|af|004|afg	2
ghorak		afghanistan|af|004|afg	2
khakrez		afghanistan|af|004|afg	2
ma'ruf		afghanistan|af|004|afg	2
maywand		afghanistan|af|004|afg	2
mya neshin		afghanistan|af|004|afg	2
nesh		afghanistan|af|004|afg	2
panjwa'i		afghanistan|af|004|afg	2
registan		afghanistan|af|004|afg	2
shorabak		afghanistan|af|004|afg	2
spin boldak		afghanistan|af|004|afg	2
zharey		afghanistan|af|004|afg	2
'aliabad		afghanistan|af|004|afg	2
dasht-e archi		afghanistan|af|004|afg	2
imam sahib		afghanistan|af|004|afg	2
khanabad		afghanistan|af|004|afg	2
qal'ah-ye zal		afghanistan|af|004|afg	2
baharak		afghanistan|af|004|afg	2
bangi		afghanistan|af|004|afg	2
chah ab		afghanistan|af|004|afg	2
chal		afghanistan|af|004|afg	2
darqad		afghanistan|af|004|afg	2
dasht-e qal'ah		afghanistan|af|004|afg	2
farkhar		afghanistan|af|004|afg	2
hazar sumuch		afghanistan|af|004|afg	2
ishkamish		afghanistan|af|004|afg	2
kalafgan		afghanistan|af|004|afg	2
khwajah bahawuddin		afghanistan|af|004|afg	2
khwajah ghar		afghanistan|af|004|afg	2
namak ab		afghanistan|af|004|afg	2
rustaq		afghanistan|af|004|afg	2
taluqan		afghanistan|af|004|afg	2
warsaj		afghanistan|af|004|afg	2
yangi qal'ah		afghanistan|af|004|afg	2
chak-e wardak		afghanistan|af|004|afg	2
hisah-ye awal-e bihsud		afghanistan|af|004|afg	2
jaghatu		afghanistan|af|004|afg	2
jalrayz		afghanistan|af|004|afg	2
maidan shahr		afghanistan|af|004|afg	2
sayyidabad		afghanistan|af|004|afg	2
arghandab		afghanistan|af|004|afg	2
atghar		afghanistan|af|004|afg	2
daychopan		afghanistan|af|004|afg	2
kakar		afghanistan|af|004|afg	2
mizan		afghanistan|af|004|afg	2
now bahar		afghanistan|af|004|afg	2
shah joy		afghanistan|af|004|afg	2
shamulzai		afghanistan|af|004|afg	2
shinkai		afghanistan|af|004|afg	2
tarnek wa jaldak		afghanistan|af|004|afg	2
bermal		afghanistan|af|004|afg	2
dilah		afghanistan|af|004|afg	2
giyan		afghanistan|af|004|afg	2
gomal		afghanistan|af|004|afg	2
jani khel		afghanistan|af|004|afg	2
muta khan		afghanistan|af|004|afg	2
nikeh		afghanistan|af|004|afg	2
omnah		afghanistan|af|004|afg	2
urgun district		afghanistan|af|004|afg	2
sar rowzah		afghanistan|af|004|afg	2
sarobi		afghanistan|af|004|afg	2
sharan		afghanistan|af|004|afg	2
terwo		afghanistan|af|004|afg	2
wazah khwah		afghanistan|af|004|afg	2
wur mamay		afghanistan|af|004|afg	2
yahya khel		afghanistan|af|004|afg	2
yosuf khel		afghanistan|af|004|afg	2
zarghun shahr		afghanistan|af|004|afg	2
ziruk		afghanistan|af|004|afg	2
chahar bolak		afghanistan|af|004|afg	2
chahar kent		afghanistan|af|004|afg	2
chimtal		afghanistan|af|004|afg	2
dehdadi		afghanistan|af|004|afg	2
dowlatabad		afghanistan|af|004|afg	2
kaldar		afghanistan|af|004|afg	2
khulm		afghanistan|af|004|afg	2
kishindeh		afghanistan|af|004|afg	2
marmul		afghanistan|af|004|afg	2
shor tepah		afghanistan|af|004|afg	2
zari		afghanistan|af|004|afg	2
aqchah		afghanistan|af|004|afg	2
darzab		afghanistan|af|004|afg	2
faizabad		afghanistan|af|004|afg	2
khamyab		afghanistan|af|004|afg	2
khanaqah		afghanistan|af|004|afg	2
khwajah du koh		afghanistan|af|004|afg	2
mardian		afghanistan|af|004|afg	2
mingajik		afghanistan|af|004|afg	2
qarqin		afghanistan|af|004|afg	2
qush tepah		afghanistan|af|004|afg	2
shibirghan		afghanistan|af|004|afg	2
aibak		afghanistan|af|004|afg	2
darah-ye suf-e bala		afghanistan|af|004|afg	2
darah-ye suf-e pa'in		afghanistan|af|004|afg	2
fayroz nakhchir		afghanistan|af|004|afg	2
hazrat-e sultan		afghanistan|af|004|afg	2
khuram wa sar bagh		afghanistan|af|004|afg	2
ruy duab		afghanistan|af|004|afg	2
balkhab		afghanistan|af|004|afg	2
gosfandi		afghanistan|af|004|afg	2
kohistanat		afghanistan|af|004|afg	2
sangcharak		afghanistan|af|004|afg	2
sar-e pul		afghanistan|af|004|afg	2
sayad		afghanistan|af|004|afg	2
sozmah qal'ah		afghanistan|af|004|afg	2
asadabad		afghanistan|af|004|afg	2
bar kunar		afghanistan|af|004|afg	2
chapah darah		afghanistan|af|004|afg	2
tsowkey		afghanistan|af|004|afg	2
dangam		afghanistan|af|004|afg	2
darah-ye pech		afghanistan|af|004|afg	2
ghaziabad		afghanistan|af|004|afg	2
khas kunar		afghanistan|af|004|afg	2
marawarah		afghanistan|af|004|afg	2
narang		afghanistan|af|004|afg	2
naray		afghanistan|af|004|afg	2
nurgal		afghanistan|af|004|afg	2
shigal wa sheltan		afghanistan|af|004|afg	2
wutahpur		afghanistan|af|004|afg	2
'alingar		afghanistan|af|004|afg	2
'alisheng		afghanistan|af|004|afg	2
dowlat shah		afghanistan|af|004|afg	2
mehtar lam		afghanistan|af|004|afg	2
qarghah'i		afghanistan|af|004|afg	2
ahmadabad		afghanistan|af|004|afg	2
tsamkani		afghanistan|af|004|afg	2
dand patan		afghanistan|af|004|afg	2
gardez		afghanistan|af|004|afg	2
jaji		afghanistan|af|004|afg	2
jani khel		afghanistan|af|004|afg	2
lajah ahmad khel		afghanistan|af|004|afg	2
sayyid karam		afghanistan|af|004|afg	2
shwak		afghanistan|af|004|afg	2
dzadran		afghanistan|af|004|afg	2
zurmat		afghanistan|af|004|afg	2
bak		afghanistan|af|004|afg	2
gurbuz		afghanistan|af|004|afg	2
jaji maidan		afghanistan|af|004|afg	2
khost		afghanistan|af|004|afg	2
manduzai		afghanistan|af|004|afg	2
musa khel		afghanistan|af|004|afg	2
nadir shah kot		afghanistan|af|004|afg	2
qalandar		afghanistan|af|004|afg	2
sabari		afghanistan|af|004|afg	2
shamul		afghanistan|af|004|afg	2
sperah		afghanistan|af|004|afg	2
terayzai		afghanistan|af|004|afg	2
barg-e matal		afghanistan|af|004|afg	2
du ab		afghanistan|af|004|afg	2
kamdesh		afghanistan|af|004|afg	2
mandol		afghanistan|af|004|afg	2
nurgaram		afghanistan|af|004|afg	2
parun		afghanistan|af|004|afg	2
wama		afghanistan|af|004|afg	2
waygal		afghanistan|af|004|afg	2
chorah		afghanistan|af|004|afg	2
deh rawud		afghanistan|af|004|afg	2
khas uruzgan		afghanistan|af|004|afg	2
shahid-e hasas		afghanistan|af|004|afg	2
tarin kot		afghanistan|af|004|afg	2
bagram		afghanistan|af|004|afg	2
charikar		afghanistan|af|004|afg	2
jabal us saraj		afghanistan|af|004|afg	2
koh-e safi		afghanistan|af|004|afg	2
salang		afghanistan|af|004|afg	2
sayyid khel		afghanistan|af|004|afg	2
shaykh 'ali		afghanistan|af|004|afg	2
shinwari		afghanistan|af|004|afg	2
siyahgird ghorband		afghanistan|af|004|afg	2
gayti		afghanistan|af|004|afg	2
gizab		afghanistan|af|004|afg	2
ishtarlay		afghanistan|af|004|afg	2
kajran		afghanistan|af|004|afg	2
khadir		afghanistan|af|004|afg	2
mir amor		afghanistan|af|004|afg	2
nili		afghanistan|af|004|afg	2
sang-e takht		afghanistan|af|004|afg	2
shahristan		afghanistan|af|004|afg	2
'unabah		afghanistan|af|004|afg	2
bazarak		afghanistan|af|004|afg	2
darah		afghanistan|af|004|afg	2
khinj		afghanistan|af|004|afg	2
parian		afghanistan|af|004|afg	2
rukhah		afghanistan|af|004|afg	2
shutul		afghanistan|af|004|afg	2
kabul		afghanistan|af|004|afg	2
kunduz		afghanistan|af|004|afg	2
chakhansur		afghanistan|af|004|afg	2
farah		afghanistan|af|004|afg	2
bamyan		afghanistan|af|004|afg	2
puli khumri		afghanistan|af|004|afg	2
surobi		afghanistan|af|004|afg	2
qalat		afghanistan|af|004|afg	2
kuran wa munjan		afghanistan|af|004|afg	2
shibar		afghanistan|af|004|afg	2
surkhi parsa		afghanistan|af|004|afg	2
garmsir		afghanistan|af|004|afg	2
nahri shahi		afghanistan|af|004|afg	2
sholgara		afghanistan|af|004|afg	2
day mirdad		afghanistan|af|004|afg	2
chahar dara		afghanistan|af|004|afg	2
tani		afghanistan|af|004|afg	2
sirkanay		afghanistan|af|004|afg	2
markazi bihsud		afghanistan|af|004|afg	2
nirkh		afghanistan|af|004|afg	2
mazar-e sharif		afghanistan|af|004|afg	2
herat district		afghanistan|af|004|afg	2
naw zad		afghanistan|af|004|afg	2
kandahar district		afghanistan|af|004|afg	2
balkh district		afghanistan|af|004|afg	2
saint philip parish|saint philip	parish	ag|atg|antigua and barbuda|028	1
saint peter parish|saint peter	parish	ag|atg|antigua and barbuda|028	1
saint paul|saint paul parish	parish	ag|atg|antigua and barbuda|028	1
saint mary|saint mary parish	parish	ag|atg|antigua and barbuda|028	1
saint john parish|saint john	parish	ag|atg|antigua and barbuda|028	1
saint george|saint george parish	parish	ag|atg|antigua and barbuda|028	1
redonda	dependency	ag|atg|antigua and barbuda|028	1
barbuda	dependency	ag|atg|antigua and barbuda|028	1
blowing point		anguilla|ai|660|aia	1
sandy ground		anguilla|ai|660|aia	1
sandy hill		anguilla|ai|660|aia	1
the valley		anguilla|ai|660|aia	1
east end		anguilla|ai|660|aia	1
north hill		anguilla|ai|660|aia	1
west end		anguilla|ai|660|aia	1
south hill		anguilla|ai|660|aia	1
the quarter		anguilla|ai|660|aia	1
north side		anguilla|ai|660|aia	1
island harbour		anguilla|ai|660|aia	1
george hill		anguilla|ai|660|aia	1
stoney ground		anguilla|ai|660|aia	1
the farrington		anguilla|ai|660|aia	1
berat|berat county	county	alb|008|albania|al	1
diber county|diber	county	alb|008|albania|al	1
elbasan|elbasan county	county	alb|008|albania|al	1
gjirokaster|gjirokaster county	county	alb|008|albania|al	1
korce|korce county	county	alb|008|albania|al	1
kukes county|kukes	county	alb|008|albania|al	1
durres|durres county	county	alb|008|albania|al	1
fier|fier county	county	alb|008|albania|al	1
lezhe|lezhe county	county	alb|008|albania|al	1
shkoder county|shkoder	county	alb|008|albania|al	1
tirana|tirane	county	alb|008|albania|al	1
vlore|vlore county	county	alb|008|albania|al	1
bashkia berat		alb|008|albania|al	2
bashkia kucove		alb|008|albania|al	2
bashkia polican		alb|008|albania|al	2
bashkia skrapar		alb|008|albania|al	2
bashkia ura vajgurore		alb|008|albania|al	2
bashkia bulqize		alb|008|albania|al	2
bashkia diber		alb|008|albania|al	2
bashkia klos		alb|008|albania|al	2
bashkia mat		alb|008|albania|al	2
bashkia durres		alb|008|albania|al	2
bashkia kruje		alb|008|albania|al	2
bashkia shijak		alb|008|albania|al	2
bashkia elbasan		alb|008|albania|al	2
bashkia belsh		alb|008|albania|al	2
bashkia cerrik		alb|008|albania|al	2
bashkia gramsh		alb|008|albania|al	2
bashkia librazhd		alb|008|albania|al	2
bashkia peqin		alb|008|albania|al	2
bashkia prrenjas		alb|008|albania|al	2
bashkia divjake		alb|008|albania|al	2
bashkia fier		alb|008|albania|al	2
bashkia lushnje		alb|008|albania|al	2
bashkia mallakaster		alb|008|albania|al	2
bashkia patos		alb|008|albania|al	2
bashkia roskovec		alb|008|albania|al	2
bashkia dropull		alb|008|albania|al	2
bashkia gjirokaster		alb|008|albania|al	2
bashkia kelcyre		alb|008|albania|al	2
bashkia libohove		alb|008|albania|al	2
bashkia memaliaj		alb|008|albania|al	2
bashkia permet		alb|008|albania|al	2
bashkia tepelene		alb|008|albania|al	2
bashkia devoll		alb|008|albania|al	2
bashkia kolonje		alb|008|albania|al	2
bashkia korce		alb|008|albania|al	2
bashkia maliq		alb|008|albania|al	2
bashkia pogradec		alb|008|albania|al	2
bashkia pustec		alb|008|albania|al	2
bashkia has		alb|008|albania|al	2
bashkia kukes		alb|008|albania|al	2
bashkia tropoje		alb|008|albania|al	2
bashkia kurbin		alb|008|albania|al	2
bashkia lezhe		alb|008|albania|al	2
bashkia mirdite		alb|008|albania|al	2
bashkia fushe arres		alb|008|albania|al	2
bashkia malesi e madhe		alb|008|albania|al	2
bashkia puke		alb|008|albania|al	2
bashkia shkoder		alb|008|albania|al	2
bashkia vau i dejes		alb|008|albania|al	2
bashkia kamez		alb|008|albania|al	2
bashkia kavaje		alb|008|albania|al	2
bashkia rrogozhine		alb|008|albania|al	2
bashkia tirane		alb|008|albania|al	2
bashkia vore		alb|008|albania|al	2
bashkia delvine		alb|008|albania|al	2
bashkia finiq		alb|008|albania|al	2
bashkia himare		alb|008|albania|al	2
bashkia konispol		alb|008|albania|al	2
bashkia sarande		alb|008|albania|al	2
bashkia selenice		alb|008|albania|al	2
bashkia vlore		alb|008|albania|al	2
ararat	region	armenia|arm|am|051	1
syunik|syunik'	region	armenia|arm|am|051	1
vayoc jor|vayots dzor	region	armenia|arm|am|051	1
yerevan|erevan	city	armenia|arm|am|051	1
aragacotn|aragatsotn	region	armenia|arm|am|051	1
armavir	region	armenia|arm|am|051	1
gegark'unik'|gegharkunik	region	armenia|arm|am|051	1
kotayk'|kotayk	region	armenia|arm|am|051	1
lori	region	armenia|arm|am|051	1
sirak|shirak	region	armenia|arm|am|051	1
tavush|tavus	region	armenia|arm|am|051	1
arabkir		armenia|arm|am|051	2
kapan municipality		armenia|arm|am|051	2
goris municipality		armenia|arm|am|051	2
meghri municipality		armenia|arm|am|051	2
sisian municipality		armenia|arm|am|051	2
kajaran municipality		armenia|arm|am|051	2
tatev municipality		armenia|arm|am|051	2
tegh municipality		armenia|arm|am|051	2
yeghegnadzor municipality		armenia|arm|am|051	2
jermuk municipality		armenia|arm|am|051	2
vayk municipality		armenia|arm|am|051	2
areni municipality		armenia|arm|am|051	2
yeghegis municipality		armenia|arm|am|051	2
artashat municipality		armenia|arm|am|051	2
ararat municipality		armenia|arm|am|051	2
masis municipality		armenia|arm|am|051	2
vedi municipality		armenia|arm|am|051	2
verin dvin municipality		armenia|arm|am|051	2
gavar municipality		armenia|arm|am|051	2
chambarak municipality		armenia|arm|am|051	2
martuni municipality		armenia|arm|am|051	2
sevan municipality		armenia|arm|am|051	2
vardenis municipality		armenia|arm|am|051	2
dilijan municipality		armenia|arm|am|051	2
ijevan municipality		armenia|arm|am|051	2
berd municipality		armenia|arm|am|051	2
noyemberyan municipality		armenia|arm|am|051	2
alaverdi municipality		armenia|arm|am|051	2
tumanyan municipality		armenia|arm|am|051	2
pambak municipality		armenia|arm|am|051	2
lermontovo municipality		armenia|arm|am|051	2
fioletovo municipality		armenia|arm|am|051	2
vanadzor municipality		armenia|arm|am|051	2
spitak municipality		armenia|arm|am|051	2
stepanavan municipality		armenia|arm|am|051	2
tashir municipality		armenia|arm|am|051	2
gyulagarak municipality		armenia|arm|am|051	2
lori berd municipality		armenia|arm|am|051	2
amasia municipality		armenia|arm|am|051	2
ashotsk municipality		armenia|arm|am|051	2
gyumri municipality		armenia|arm|am|051	2
akhuryan municipality		armenia|arm|am|051	2
artik municipality		armenia|arm|am|051	2
ani municipality		armenia|arm|am|051	2
tsaghkahovit municipality		armenia|arm|am|051	2
alagyaz municipality		armenia|arm|am|051	2
aparan municipality		armenia|arm|am|051	2
ashtarak municipality		armenia|arm|am|051	2
talin municipality		armenia|arm|am|051	2
arevut municipality		armenia|arm|am|051	2
metsadzor municipality		armenia|arm|am|051	2
shamiram municipality		armenia|arm|am|051	2
nairi municipality		armenia|arm|am|051	2
nor hachn municipality		armenia|arm|am|051	2
arzni municipality		armenia|arm|am|051	2
abovyan municipality		armenia|arm|am|051	2
jrvezh municipality		armenia|arm|am|051	2
garni municipality		armenia|arm|am|051	2
byureghavan municipality		armenia|arm|am|051	2
akunk municipality		armenia|arm|am|051	2
charentsavan municipality		armenia|arm|am|051	2
hrazdan municipality		armenia|arm|am|051	2
tsaghkadzor municipality		armenia|arm|am|051	2
ferik municipality		armenia|arm|am|051	2
vagharshapat municipality		armenia|arm|am|051	2
parakar municipality		armenia|arm|am|051	2
khoy municipality		armenia|arm|am|051	2
araks municipality		armenia|arm|am|051	2
metsamor municipality		armenia|arm|am|051	2
armavir municipality		armenia|arm|am|051	2
baghramyan municipality		armenia|arm|am|051	2
ajapnyak		armenia|arm|am|051	2
avan		armenia|arm|am|051	2
davtashen		armenia|arm|am|051	2
erebuni		armenia|arm|am|051	2
kanaker-zeytun		armenia|arm|am|051	2
kentron district		armenia|arm|am|051	2
malatia-sebastia		armenia|arm|am|051	2
