name	type	country	admin_level
dongducheon		kr|410|south korea|kor	2
dongdaemun district		kr|410|south korea|kor	2
dobong-gu		kr|410|south korea|kor	2
danyang-gun		kr|410|south korea|kor	2
dangjin-si		kr|410|south korea|kor	2
damyang-gun		kr|410|south korea|kor	2
dalseong-gun		kr|410|south korea|kor	2
daedeok-gu		kr|410|south korea|kor	2
suwon-si		kr|410|south korea|kor	2
suncheon-si		kr|410|south korea|kor	2
sunchang-gun		kr|410|south korea|kor	2
seosan-si		kr|410|south korea|kor	2
seongnam-si		kr|410|south korea|kor	2
seongju-gun		kr|410|south korea|kor	2
gangdong-gu		kr|410|south korea|kor	2
gangbuk-gu		kr|410|south korea|kor	2
sokcho-si		kr|410|south korea|kor	2
seogwipo-si		kr|410|south korea|kor	2
seo-gu		kr|410|south korea|kor	2
seodaemun-gu		kr|410|south korea|kor	2
seocheon-gun		kr|410|south korea|kor	2
sinan-gun		kr|410|south korea|kor	2
siheung		kr|410|south korea|kor	2
sangju-si		kr|410|south korea|kor	2
sancheong-gun		kr|410|south korea|kor	2
pyeongtaek		kr|410|south korea|kor	2
pyeongchang-gun		kr|410|south korea|kor	2
buyeo-gun		kr|410|south korea|kor	2
bucheon-si		kr|410|south korea|kor	2
buan-gun		kr|410|south korea|kor	2
boeun-gun		kr|410|south korea|kor	2
boseong-gun		kr|410|south korea|kor	2
boryeong-si		kr|410|south korea|kor	2
bonghwa-gun		kr|410|south korea|kor	2
pohang-si		kr|410|south korea|kor	2
pocheon-si		kr|410|south korea|kor	2
paju-si		kr|410|south korea|kor	2
okcheon-gun		kr|410|south korea|kor	2
nonsan-si		kr|410|south korea|kor	2
namyangju-si		kr|410|south korea|kor	2
namwon		kr|410|south korea|kor	2
namhae-gun		kr|410|south korea|kor	2
naju-si		kr|410|south korea|kor	2
muju-gun		kr|410|south korea|kor	2
muan-gun		kr|410|south korea|kor	2
mokpo-si		kr|410|south korea|kor	2
miryang-si		kr|410|south korea|kor	2
mapo-gu		kr|410|south korea|kor	2
gyeongsan-si		kr|410|south korea|kor	2
gwangyang-si		kr|410|south korea|kor	2
gwangsan-gu		kr|410|south korea|kor	2
gwangju-si		kr|410|south korea|kor	2
gwanak-gu		kr|410|south korea|kor	2
gurye-gun		kr|410|south korea|kor	2
guro district		kr|410|south korea|kor	2
gunwi-gun		kr|410|south korea|kor	2
gunsan-si		kr|410|south korea|kor	2
geumsan-gun		kr|410|south korea|kor	2
gimpo-si		kr|410|south korea|kor	2
gimje-si		kr|410|south korea|kor	2
gumi-si		kr|410|south korea|kor	2
goyang-si		kr|410|south korea|kor	2
goseong-gun		kr|410|south korea|kor	2
goseong-gun		kr|410|south korea|kor	2
goryeong-gun		kr|410|south korea|kor	2
gongju-si		kr|410|south korea|kor	2
gokseong-gun		kr|410|south korea|kor	2
geoje-si		kr|410|south korea|kor	2
goheung-gun		kr|410|south korea|kor	2
goesan-gun		kr|410|south korea|kor	2
geochang-gun		kr|410|south korea|kor	2
gochang-gun		kr|410|south korea|kor	2
gimhae-si		kr|410|south korea|kor	2
gangseo-gu		kr|410|south korea|kor	2
gangneung-si		kr|410|south korea|kor	2
gangnam-gu		kr|410|south korea|kor	2
gangjin-gun		kr|410|south korea|kor	2
ganghwa-gun		kr|410|south korea|kor	2
inje-gun		kr|410|south korea|kor	2
imsil-gun		kr|410|south korea|kor	2
iksan-si		kr|410|south korea|kor	2
icheon-si		kr|410|south korea|kor	2
hwasun-gun		kr|410|south korea|kor	2
hongseong-gun		kr|410|south korea|kor	2
hongcheon-gun		kr|410|south korea|kor	2
hoengseong-gun		kr|410|south korea|kor	2
hapcheon-gun		kr|410|south korea|kor	2
hamyang-gun		kr|410|south korea|kor	2
hampyeong-gun		kr|410|south korea|kor	2
haman-gun		kr|410|south korea|kor	2
haenam-gun		kr|410|south korea|kor	2
hadong-gun		kr|410|south korea|kor	2
yeongju-si		kr|410|south korea|kor	2
tongyeong-si		kr|410|south korea|kor	2
chungju-si		kr|410|south korea|kor	2
jung-gu		kr|410|south korea|kor	2
jung-gu		kr|410|south korea|kor	2
chuncheon-si		kr|410|south korea|kor	2
cheorwon-gun		kr|410|south korea|kor	2
jeonju-si		kr|410|south korea|kor	2
cheongyang-gun		kr|410|south korea|kor	2
jeongeup-si		kr|410|south korea|kor	2
jeongseon-gun		kr|410|south korea|kor	2
jongno-gu		kr|410|south korea|kor	2
cheongju-si		kr|410|south korea|kor	2
cheongdo-gun		kr|410|south korea|kor	2
cheonan-si		kr|410|south korea|kor	2
jinju-si		kr|410|south korea|kor	2
jindo-gun		kr|410|south korea|kor	2
jincheon-gun		kr|410|south korea|kor	2
jinan-gun		kr|410|south korea|kor	2
chilgok-gun		kr|410|south korea|kor	2
jeju-si		kr|410|south korea|kor	2
jecheon-si		kr|410|south korea|kor	2
changwon-si		kr|410|south korea|kor	2
jangsu-gun		kr|410|south korea|kor	2
jangseong-gun		kr|410|south korea|kor	2
changnyeong-gun		kr|410|south korea|kor	2
jangheung-gun		kr|410|south korea|kor	2
asan-si		kr|410|south korea|kor	2
anyang-si		kr|410|south korea|kor	2
anseong		kr|410|south korea|kor	2
andong-si		kr|410|south korea|kor	2
saha-gu		kr|410|south korea|kor	2
seongdong-gu		kr|410|south korea|kor	2
gwangjin-gu		kr|410|south korea|kor	2
jungnang-gu		kr|410|south korea|kor	2
nowon-gu		kr|410|south korea|kor	2
seongbuk-gu		kr|410|south korea|kor	2
yangcheon-gu		kr|410|south korea|kor	2
geumcheon-gu		kr|410|south korea|kor	2
seocho-gu		kr|410|south korea|kor	2
songpa-gu		kr|410|south korea|kor	2
hwacheon-gun		kr|410|south korea|kor	2
taebaek-si		kr|410|south korea|kor	2
hanam-si		kr|410|south korea|kor	2
ansan-si		kr|410|south korea|kor	2
gunpo-si		kr|410|south korea|kor	2
gwangmyeong-si		kr|410|south korea|kor	2
osan-si		kr|410|south korea|kor	2
uiwang-si		kr|410|south korea|kor	2
gwacheon-si		kr|410|south korea|kor	2
guri-si		kr|410|south korea|kor	2
yangju-si		kr|410|south korea|kor	2
seo-gu		kr|410|south korea|kor	2
gyeyang-gu		kr|410|south korea|kor	2
bupyeong-gu		kr|410|south korea|kor	2
namdong-gu		kr|410|south korea|kor	2
yeonsu-gu		kr|410|south korea|kor	2
dong-gu		kr|410|south korea|kor	2
taean-gun		kr|410|south korea|kor	2
gyeryong-si		kr|410|south korea|kor	2
jeungpyeong-gun		kr|410|south korea|kor	2
yuseong-gu		kr|410|south korea|kor	2
seo-gu		kr|410|south korea|kor	2
jung-gu		kr|410|south korea|kor	2
dong-gu		kr|410|south korea|kor	2
yeongyang-gun		kr|410|south korea|kor	2
dalseo-gu		kr|410|south korea|kor	2
seo-gu		kr|410|south korea|kor	2
nam-gu		kr|410|south korea|kor	2
jung-gu		kr|410|south korea|kor	2
buk-gu		kr|410|south korea|kor	2
dong-gu		kr|410|south korea|kor	2
suseong-gu		kr|410|south korea|kor	2
seo-gu		kr|410|south korea|kor	2
nam-gu		kr|410|south korea|kor	2
buk-gu		kr|410|south korea|kor	2
dong-gu		kr|410|south korea|kor	2
sasang-gu		kr|410|south korea|kor	2
yeonje-gu		kr|410|south korea|kor	2
haeundae-gu		kr|410|south korea|kor	2
gangseo district		kr|410|south korea|kor	2
geumjeong-gu		kr|410|south korea|kor	2
gijang-gun		kr|410|south korea|kor	2
ongjin-gun		kr|410|south korea|kor	2
suyeong-gu		kr|410|south korea|kor	2
gimcheon-si		kr|410|south korea|kor	2
hwaseong-si		kr|410|south korea|kor	2
mungyeong-si		kr|410|south korea|kor	2
sacheon-si		kr|410|south korea|kor	2
samcheok-si		kr|410|south korea|kor	2
wanju-gun		kr|410|south korea|kor	2
cheongsong-gun		kr|410|south korea|kor	2
gapyeong-gun		kr|410|south korea|kor	2
busanjin-gu		kr|410|south korea|kor	2
jung-gu		kr|410|south korea|kor	2
michuhol		kr|410|south korea|kor	2
nam-gu		kr|410|south korea|kor	2
dong-gu		kr|410|south korea|kor	2
jung-gu		kr|410|south korea|kor	2
buk-gu		kr|410|south korea|kor	2
buk-gu		kr|410|south korea|kor	2
nam-gu		kr|410|south korea|kor	2
sejong-si		kr|410|south korea|kor	2
hawalli	governorate	kwt|kw|414|kuwait	1
al asimah|al kuwayt|al 'asimah	governorate	kwt|kw|414|kuwait	1
al jahra'|al jahra governorate	governorate	kwt|kw|414|kuwait	1
al farwaniyah	governorate	kwt|kw|414|kuwait	1
al ahmadi	governorate	kwt|kw|414|kuwait	1
mubarak al kabir	governorate	kwt|kw|414|kuwait	1
ad du'ayyah		kwt|kw|414|kuwait	2
ad dasmah		kwt|kw|414|kuwait	2
ash sharq		kwt|kw|414|kuwait	2
murqab		kwt|kw|414|kuwait	2
qiblah		kwt|kw|414|kuwait	2
al fayha'		kwt|kw|414|kuwait	2
ash shuwaykh as sina'iyah wahid		kwt|kw|414|kuwait	2
ash shuwaykh as sina'iyah ithnan		kwt|kw|414|kuwait	2
ash shuwaykh as sina'iyah thalathah		kwt|kw|414|kuwait	2
ash shuwaykh at ta'limiyah		kwt|kw|414|kuwait	2
ar rawdah		kwt|kw|414|kuwait	2
mina' ash shuwaykh		kwt|kw|414|kuwait	2
mu'askarat al mubarakiyah		kwt|kw|414|kuwait	2
mina' ad dawhah		kwt|kw|414|kuwait	2
jazirat umm an namal		kwt|kw|414|kuwait	2
al maqwa'		kwt|kw|414|kuwait	2
janub as sabahiyah		kwt|kw|414|kuwait	2
shamal ash shu'aybah		kwt|kw|414|kuwait	2
janub ash shu'aybah		kwt|kw|414|kuwait	2
mina' 'abd allah		kwt|kw|414|kuwait	2
mu'askarat al jahra'		kwt|kw|414|kuwait	2
al jahra' al gharbiyah		kwt|kw|414|kuwait	2
al jahra' as sina'iyah		kwt|kw|414|kuwait	2
al maqbarah		kwt|kw|414|kuwait	2
as sulaybiyah		kwt|kw|414|kuwait	2
as sulaybiyah az zira'iyah		kwt|kw|414|kuwait	2
as sulaybiyah as sina'iyah wahid		kwt|kw|414|kuwait	2
as sulaybiyah as sina'iyah ithnan		kwt|kw|414|kuwait	2
al 'aridiyah takhzin wa isti'malat al hukumiyah		kwt|kw|414|kuwait	2
al 'aridiyah		kwt|kw|414|kuwait	2
al matar		kwt|kw|414|kuwait	2
dahiyat mubarak al 'abd allah		kwt|kw|414|kuwait	2
dahiyat abu futayrah		kwt|kw|414|kuwait	2
dasman		kwt|kw|414|kuwait	2
bunayd al qar		kwt|kw|414|kuwait	2
al mansuriyah		kwt|kw|414|kuwait	2
al qadisiyah		kwt|kw|414|kuwait	2
dahiyat 'abd allah as salim		kwt|kw|414|kuwait	2
an nuzhah		kwt|kw|414|kuwait	2
al 'udayliyah		kwt|kw|414|kuwait	2
qurtubah		kwt|kw|414|kuwait	2
al yarmuk		kwt|kw|414|kuwait	2
al khalidiyah		kwt|kw|414|kuwait	2
kayfan		kwt|kw|414|kuwait	2
ash shamiyah		kwt|kw|414|kuwait	2
ash shuwaykh		kwt|kw|414|kuwait	2
ash shuwaykh as sihhiyah		kwt|kw|414|kuwait	2
gharnatah		kwt|kw|414|kuwait	2
as sulaybikhat		kwt|kw|414|kuwait	2
ad dawhah		kwt|kw|414|kuwait	2
as surrah		kwt|kw|414|kuwait	2
al fintas		kwt|kw|414|kuwait	2
al 'uqaylah		kwt|kw|414|kuwait	2
jabir al 'ali		kwt|kw|414|kuwait	2
az zahr		kwt|kw|414|kuwait	2
al mahbulah		kwt|kw|414|kuwait	2
ar riqqah		kwt|kw|414|kuwait	2
hadiyah		kwt|kw|414|kuwait	2
abu halifah		kwt|kw|414|kuwait	2
fahd al ahmad		kwt|kw|414|kuwait	2
al manqaf		kwt|kw|414|kuwait	2
as sabahiyah		kwt|kw|414|kuwait	2
al fahahil		kwt|kw|414|kuwait	2
madinat al ahmadi		kwt|kw|414|kuwait	2
amgharah		kwt|kw|414|kuwait	2
an na'im		kwt|kw|414|kuwait	2
al qasr		kwt|kw|414|kuwait	2
al wahah		kwt|kw|414|kuwait	2
tayma'		kwt|kw|414|kuwait	2
an nasim		kwt|kw|414|kuwait	2
al 'uyun		kwt|kw|414|kuwait	2
al jahra'		kwt|kw|414|kuwait	2
ar rayy		kwt|kw|414|kuwait	2
ar raq'i		kwt|kw|414|kuwait	2
al andalus		kwt|kw|414|kuwait	2
abraq khaytan		kwt|kw|414|kuwait	2
al 'umariyah		kwt|kw|414|kuwait	2
ar rabiyah		kwt|kw|414|kuwait	2
al firdaws		kwt|kw|414|kuwait	2
sabah an nasir		kwt|kw|414|kuwait	2
ar rihab		kwt|kw|414|kuwait	2
ishbiliyah		kwt|kw|414|kuwait	2
al farwaniyah		kwt|kw|414|kuwait	2
ad dajij		kwt|kw|414|kuwait	2
jalib ash shuyukh		kwt|kw|414|kuwait	2
khaytan al janubi		kwt|kw|414|kuwait	2
as salimiyah		kwt|kw|414|kuwait	2
ar rumaythiyah		kwt|kw|414|kuwait	2
salwa		kwt|kw|414|kuwait	2
mushrif		kwt|kw|414|kuwait	2
bayan		kwt|kw|414|kuwait	2
al jabiriyah		kwt|kw|414|kuwait	2
hawalli		kwt|kw|414|kuwait	2
ash shuhada'		kwt|kw|414|kuwait	2
hattin		kwt|kw|414|kuwait	2
as salam		kwt|kw|414|kuwait	2
as sadiq		kwt|kw|414|kuwait	2
ash sha'b		kwt|kw|414|kuwait	2
az zahra'		kwt|kw|414|kuwait	2
sabah as salim		kwt|kw|414|kuwait	2
al masilah		kwt|kw|414|kuwait	2
al 'adan		kwt|kw|414|kuwait	2
al funaytis		kwt|kw|414|kuwait	2
al qusur		kwt|kw|414|kuwait	2
mubarak al kabir		kwt|kw|414|kuwait	2
janub al wusta		kwt|kw|414|kuwait	2
al wusta		kwt|kw|414|kuwait	2
sabhan		kwt|kw|414|kuwait	2
al qurayn		kwt|kw|414|kuwait	2
george town		cym|cayman islands|ky|136	1
west bay		cym|cayman islands|ky|136	1
bodden town		cym|cayman islands|ky|136	1
north side		cym|cayman islands|ky|136	1
east end		cym|cayman islands|ky|136	1
sister island		cym|cayman islands|ky|136	1
zapadno-kazahstanskaja oblast'|batys qazaqstan|batys qazaqstan oblysy|zapadno-kazakhstanskaya oblast'	region	kaz|kazakhstan|kz|398	1
mangghystau|mangghystau oblysy|mangistauskaya oblast'|mangystauskaja oblast'	region	kaz|kazakhstan|kz|398	1
atyrau oblysy|atyrauskaya oblast'|atyrauskaja oblast'|atyrau oblisi	region	kaz|kazakhstan|kz|398	1
aktyubinskaya oblast'|aqtobe oblysy|aktjubinskaja oblast'	region	kaz|kazakhstan|kz|398	1
east kazakhstan|vostocno-kazahstanskaja oblast'|vostochno-kazakhstanskaya oblast'|shyghys qazaqstan oblysy	region	kaz|kazakhstan|kz|398	1
akmolinskaja oblast'|aqmola|aqmola oblysy|akmolinskaya oblast'	region	kaz|kazakhstan|kz|398	1
soltustik qazaqstan oblysy|north kazakhstan|severo-kazahstanskaja oblast'|severo-kazakhstanskaya oblast'	region	kaz|kazakhstan|kz|398	1
pavlodar region|pavlodarskaja oblast'|pavlodarskaya oblast'|pavlodar oblysy	region	kaz|kazakhstan|kz|398	1
qyzylorda oblysy|kyzylordinskaja oblast'|qyzylorda|kyzylordinskaya oblast'	region	kaz|kazakhstan|kz|398	1
qostanay oblysy|qostanay|kostanayskaya oblast'|kostanajskaja oblast'	region	kaz|kazakhstan|kz|398	1
karaganda|qaraghandy oblysy|karagandinskaya oblast'|karagandinskaja oblast'	region	kaz|kazakhstan|kz|398	1
zhambylskaya oblast'|zambylskaja oblast'|zhambyl|zhambyl oblysy	region	kaz|kazakhstan|kz|398	1
turkestanskaja oblast'|turkistan|turkestankaya oblast'|turkistan oblysy	region	kaz|kazakhstan|kz|398	1
almaty|almatinskaya oblast'|almaty oblysy|almatinskaja oblast'	city	kaz|kazakhstan|kz|398	1
almaty region		kaz|kazakhstan|kz|398	1
simkent|shymkent	city	kaz|kazakhstan|kz|398	1
baikonur		kaz|kazakhstan|kz|398	1
astana	city	kaz|kazakhstan|kz|398	1
abai region|abay oblysy|abajskaja oblast'|abayskaya oblast'	region	kaz|kazakhstan|kz|398	1
jetisu region|zetysuskaja oblast'|zhetisu oblysy|zhetysuskaya oblast'	region	kaz|kazakhstan|kz|398	1
ulytau region|ulytauskaja oblast'|ulytauskaya oblast'|ulytau oblysy	region	kaz|kazakhstan|kz|398	1
rayon bayterek		kaz|kazakhstan|kz|398	2
karakiyanskiy rayon		kaz|kazakhstan|kz|398	2
bokeyordinskiy rayon		kaz|kazakhstan|kz|398	2
oyyl audany		kaz|kazakhstan|kz|398	2
terekti audany		kaz|kazakhstan|kz|398	2
temir audany		kaz|kazakhstan|kz|398	2
taypaq auyldyq okrugi		kaz|kazakhstan|kz|398	2
dariya auyldyq okrugi		kaz|kazakhstan|kz|398	2
temirskiy rayon		kaz|kazakhstan|kz|398	2
khromtau audany		kaz|kazakhstan|kz|398	2
isatay audany		kaz|kazakhstan|kz|398	2
mugalzharskiy rayon		kaz|kazakhstan|kz|398	2
martukskiy rayon		kaz|kazakhstan|kz|398	2
mangghystau audany		kaz|kazakhstan|kz|398	2
makhambetskiy rayon		kaz|kazakhstan|kz|398	2
makatskiy rayon		kaz|kazakhstan|kz|398	2
kargalinskiy rayon		kaz|kazakhstan|kz|398	2
qyzylqogha audany		kaz|kazakhstan|kz|398	2
khobdinskiy rayon		kaz|kazakhstan|kz|398	2
kaztalov audany		kaz|kazakhstan|kz|398	2
qaratobe audany		kaz|kazakhstan|kz|398	2
taskalinskiy rayon		kaz|kazakhstan|kz|398	2
isatayskiy rayon		kaz|kazakhstan|kz|398	2
inder audany		kaz|kazakhstan|kz|398	2
furmanovskiy rayon		kaz|kazakhstan|kz|398	2
zhylyoyskiy rayon		kaz|kazakhstan|kz|398	2
zhanibekskiy rayon		kaz|kazakhstan|kz|398	2
zhangaqala audany		kaz|kazakhstan|kz|398	2
syrymskiy rayon		kaz|kazakhstan|kz|398	2
kurmangazinskiy rayon		kaz|kazakhstan|kz|398	2
chingirlauskiy rayon		kaz|kazakhstan|kz|398	2
shalkarskiy rayon		kaz|kazakhstan|kz|398	2
akzhaikskiy rayon		kaz|kazakhstan|kz|398	2
borili audany		kaz|kazakhstan|kz|398	2
beyneuskiy rayon		kaz|kazakhstan|kz|398	2
bayganinskiy rayon		kaz|kazakhstan|kz|398	2
balyqshy audany		kaz|kazakhstan|kz|398	2
algha audany		kaz|kazakhstan|kz|398	2
aqzhayyq audany		kaz|kazakhstan|kz|398	2
aqtobe audany		kaz|kazakhstan|kz|398	2
ural'sk gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
atyrau gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
tupkaraganskiy rayon		kaz|kazakhstan|kz|398	2
aktau gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
zhanaozen gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
aktobe gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
rayon altay		kaz|kazakhstan|kz|398	2
zhelezinskiy rayon		kaz|kazakhstan|kz|398	2
zharma audany		kaz|kazakhstan|kz|398	2
semey gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
zhanadalinskiy rayon		kaz|kazakhstan|kz|398	2
zhangaarqa audany		kaz|kazakhstan|kz|398	2
zhaksy		kaz|kazakhstan|kz|398	2
zerendi		kaz|kazakhstan|kz|398	2
zaysanskiy rayon		kaz|kazakhstan|kz|398	2
esil		kaz|kazakhstan|kz|398	2
ereymentau		kaz|kazakhstan|kz|398	2
aksu gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
qazybek bi audany		kaz|kazakhstan|kz|398	2
zhanokorganskiy rayon		kaz|kazakhstan|kz|398	2
vozvyshenka audany		kaz|kazakhstan|kz|398	2
ayyrtauskiy rayon		kaz|kazakhstan|kz|398	2
arshaly		kaz|kazakhstan|kz|398	2
ualikhanov audany		kaz|kazakhstan|kz|398	2
uygurskiy rayon		kaz|kazakhstan|kz|398	2
uspenskiy rayon		kaz|kazakhstan|kz|398	2
sarykol audany		kaz|kazakhstan|kz|398	2
urdzharskiy rayon		kaz|kazakhstan|kz|398	2
ulytau audany		kaz|kazakhstan|kz|398	2
bukhar zhyrauskiy rayon		kaz|kazakhstan|kz|398	2
ulan audany		kaz|kazakhstan|kz|398	2
tyul'kubasskiy rayon		kaz|kazakhstan|kz|398	2
turkestan gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
tselinograd		kaz|kazakhstan|kz|398	2
timiryazevskiy rayon		kaz|kazakhstan|kz|398	2
terengozek audany		kaz|kazakhstan|kz|398	2
tengiz audany		kaz|kazakhstan|kz|398	2
tel'man audany		kaz|kazakhstan|kz|398	2
tavricheskiy rayon		kaz|kazakhstan|kz|398	2
taskesken audany		kaz|kazakhstan|kz|398	2
tarbagatayskiy rayon		kaz|kazakhstan|kz|398	2
rayon beimbeta maylina		kaz|kazakhstan|kz|398	2
talgarskiy rayon		kaz|kazakhstan|kz|398	2
eskeldi audany		kaz|kazakhstan|kz|398	2
talas audany		kaz|kazakhstan|kz|398	2
syrdar'inskiy rayon		kaz|kazakhstan|kz|398	2
bayzakskiy rayon		kaz|kazakhstan|kz|398	2
suzakskiy rayon		kaz|kazakhstan|kz|398	2
akkayynskiy rayon		kaz|kazakhstan|kz|398	2
sokolovka audany		kaz|kazakhstan|kz|398	2
shortandy		kaz|kazakhstan|kz|398	2
shet audany		kaz|kazakhstan|kz|398	2
shemonaikhinskiy rayon		kaz|kazakhstan|kz|398	2
burabay		kaz|kazakhstan|kz|398	2
shcherbaktinskiy rayon		kaz|kazakhstan|kz|398	2
rayon shal akyna		kaz|kazakhstan|kz|398	2
semiozernyy rayon		kaz|kazakhstan|kz|398	2
sileti audany		kaz|kazakhstan|kz|398	2
sayram audany		kaz|kazakhstan|kz|398	2
sarysu audany		kaz|kazakhstan|kz|398	2
saryagachskiy rayon		kaz|kazakhstan|kz|398	2
sarkandskiy rayon		kaz|kazakhstan|kz|398	2
samarskoe audany		kaz|kazakhstan|kz|398	2
ruzaevka audany		kaz|kazakhstan|kz|398	2
presnov auyldyq okrugi		kaz|kazakhstan|kz|398	2
pavlodarskiy rayon		kaz|kazakhstan|kz|398	2
panfilovskiy rayon		kaz|kazakhstan|kz|398	2
maktaaral'skiy rayon		kaz|kazakhstan|kz|398	2
osakarovskiy rayon		kaz|kazakhstan|kz|398	2
denisovskiy rayon		kaz|kazakhstan|kz|398	2
nurinskiy rayon		kaz|kazakhstan|kz|398	2
novoshul'ba audany		kaz|kazakhstan|kz|398	2
naurzumskiy rayon		kaz|kazakhstan|kz|398	2
rayymbek audany		kaz|kazakhstan|kz|398	2
moyynkumskiy rayon		kaz|kazakhstan|kz|398	2
moskovskiy rayon		kaz|kazakhstan|kz|398	2
molodezhnyy audany		kaz|kazakhstan|kz|398	2
abayskiy rayon		kaz|kazakhstan|kz|398	2
merke audany		kaz|kazakhstan|kz|398	2
mayskiy rayon		kaz|kazakhstan|kz|398	2
marqakol audany		kaz|kazakhstan|kz|398	2
mamlyutskiy rayon		kaz|kazakhstan|kz|398	2
bulandy		kaz|kazakhstan|kz|398	2
maqanshy audany		kaz|kazakhstan|kz|398	2
rayon turara ryskulova		kaz|kazakhstan|kz|398	2
esil district		kaz|kazakhstan|kz|398	2
kazygurtskiy rayon		kaz|kazakhstan|kz|398	2
uzynkol audany		kaz|kazakhstan|kz|398	2
leningrad audany		kaz|kazakhstan|kz|398	2
tolebiyskiy rayon		kaz|kazakhstan|kz|398	2
akkulinskiy rayon		kaz|kazakhstan|kz|398	2
qyzyltu audany		kaz|kazakhstan|kz|398	2
otrarskiy rayon		kaz|kazakhstan|kz|398	2
rayon imeni gabita musrepova		kaz|kazakhstan|kz|398	2
kostanayskiy rayon		kaz|kazakhstan|kz|398	2
kurtinskiy rayon		kaz|kazakhstan|kz|398	2
korgalzhyn		kaz|kazakhstan|kz|398	2
kordayskiy rayon		kaz|kazakhstan|kz|398	2
kurchumskiy rayon		kaz|kazakhstan|kz|398	2
egindikol		kaz|kazakhstan|kz|398	2
aktogayskiy rayon		kaz|kazakhstan|kz|398	2
tayynshinskiy rayon		kaz|kazakhstan|kz|398	2
karabalykskiy rayon		kaz|kazakhstan|kz|398	2
bogetkol audany		kaz|kazakhstan|kz|398	2
kokpektinskiy rayon		kaz|kazakhstan|kz|398	2
kokshetau gorodskaya adminstratsiya		kaz|kazakhstan|kz|398	2
qima audany		kaz|kazakhstan|kz|398	2
koksuskiy rayon		kaz|kazakhstan|kz|398	2
kirovskiy rayon		kaz|kazakhstan|kz|398	2
kerbulakskiy rayon		kaz|kazakhstan|kz|398	2
kellerovka audany		kaz|kazakhstan|kz|398	2
kelesskiy rayon		kaz|kazakhstan|kz|398	2
kegenskiy rayon		kaz|kazakhstan|kz|398	2
kazalinskiy rayon		kaz|kazakhstan|kz|398	2
katon-karagayskiy rayon		kaz|kazakhstan|kz|398	2
qaskeleng audany		kaz|kazakhstan|kz|398	2
karmakshinskiy rayon		kaz|kazakhstan|kz|398	2
karkaralinskiy rayon		kaz|kazakhstan|kz|398	2
karatal'skiy rayon		kaz|kazakhstan|kz|398	2
qarasu audany		kaz|kazakhstan|kz|398	2
aytekebiyskiy rayon		kaz|kazakhstan|kz|398	2
qapal audany		kaz|kazakhstan|kz|398	2
kamystinskiy rayon		kaz|kazakhstan|kz|398	2
terengkol audany		kaz|kazakhstan|kz|398	2
irtyshskiy rayon		kaz|kazakhstan|kz|398	2
irgizskiy rayon		kaz|kazakhstan|kz|398	2
iliyskiy rayon		kaz|kazakhstan|kz|398	2
kogalinskiy sel'skiy okrug		kaz|kazakhstan|kz|398	2
glubokovskiy rayon		kaz|kazakhstan|kz|398	2
fedorovskiy rayon		kaz|kazakhstan|kz|398	2
birzhan sal		kaz|kazakhstan|kz|398	2
engbekshiqazaq audany		kaz|kazakhstan|kz|398	2
ekibastuz gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
zhualy audany		kaz|kazakhstan|kz|398	2
zhezdi audany		kaz|kazakhstan|kz|398	2
zhetisayskiy rayon		kaz|kazakhstan|kz|398	2
zhangeldin audany		kaz|kazakhstan|kz|398	2
zhambylskiy rayon		kaz|kazakhstan|kz|398	2
zhambylskiy rayon		kaz|kazakhstan|kz|398	2
zhambylskiy rayon		kaz|kazakhstan|kz|398	2
zhalaghash audany		kaz|kazakhstan|kz|398	2
zharkain		kaz|kazakhstan|kz|398	2
shu audany		kaz|kazakhstan|kz|398	2
chubartauskiy rayon		kaz|kazakhstan|kz|398	2
chkalov audany		kaz|kazakhstan|kz|398	2
chistopol'e audany		kaz|kazakhstan|kz|398	2
shelek audany		kaz|kazakhstan|kz|398	2
shieli audany		kaz|kazakhstan|kz|398	2
shar audany		kaz|kazakhstan|kz|398	2
shardarinskiy rayon		kaz|kazakhstan|kz|398	2
lepsinskiy sel'skiy okrug		kaz|kazakhstan|kz|398	2
rayon magzhana zhumabayeva		kaz|kazakhstan|kz|398	2
ordabasy audany		kaz|kazakhstan|kz|398	2
mendykarinskiy rayon		kaz|kazakhstan|kz|398	2
borodulikhinskiy rayon		kaz|kazakhstan|kz|398	2
ulkennaryn audany		kaz|kazakhstan|kz|398	2
qyzylzhar audany		kaz|kazakhstan|kz|398	2
beskaragayskiy rayon		kaz|kazakhstan|kz|398	2
bayanaul'skiy rayon		kaz|kazakhstan|kz|398	2
balqash audany		kaz|kazakhstan|kz|398	2
sandyktau		kaz|kazakhstan|kz|398	2
ayagoz gorodskaya administratsiya		kaz|kazakhstan|kz|398	2
auezovskiy rayon		kaz|kazakhstan|kz|398	2
atbasar		kaz|kazakhstan|kz|398	2
astrakhan		kaz|kazakhstan|kz|398	2
