Politischer Bezirk Melk	AT.03.315				2	1493	12
Politischer Bezirk Mattersburg	AT.01.106				2	1495	12
Linz Stadt	AT.04.401				2	1492	12
Politischer Bezirk Linz-Land	AT.04.410				2	1492	12
Politischer Bezirk Lilienfeld	AT.03.314				2	1493	12
Politischer Bezirk Liezen	AT.06.612				2	1490	12
Politischer Bezirk Lienz	AT.07.707				2	1489	12
Politischer Bezirk Leoben	AT.06.611				2	1490	12
Politischer Bezirk Leibnitz	AT.06.610				2	1490	12
Politischer Bezirk Landeck	AT.07.706				2	1489	12
Politischer Bezirk Kufstein	AT.07.705				2	1489	12
Krems an der Donau	AT.03.301				2	1493	12
Politischer Bezirk Krems	AT.03.313				2	1493	12
Politischer Bezirk Korneuburg	AT.03.312				2	1493	12
Klagenfurt am Wörthersee	AT.02.201				2	1494	12
Politischer Bezirk Klagenfurt Land	AT.02.204				2	1494	12
Politischer Bezirk Kitzbühel	AT.07.704				2	1489	12
Politischer Bezirk Kirchdorf an der Krems	AT.04.409				2	1492	12
Politischer Bezirk Jennersdorf	AT.01.105				2	1495	12
Innsbruck Stadt	AT.07.701				2	1489	12
Politischer Bezirk Innsbruck Land	AT.07.703				2	1489	12
Politischer Bezirk Imst	AT.07.702				2	1489	12
Politischer Bezirk Horn	AT.03.311				2	1493	12
Politischer Bezirk Hollabrunn	AT.03.310				2	1493	12
Politischer Bezirk Hermagor	AT.02.203				2	1494	12
Politischer Bezirk Hallein	AT.05.502				2	1491	12
Politischer Bezirk Güssing	AT.01.104				2	1495	12
Politischer Bezirk Grieskirchen	AT.04.408				2	1492	12
Politischer Bezirk Graz-Umgebung	AT.06.606				2	1490	12
Graz Stadt	AT.06.601				2	1490	12
Politischer Bezirk Gmunden	AT.04.407				2	1492	12
Politischer Bezirk Gmünd	AT.03.309				2	1493	12
Politischer Bezirk Gänserndorf	AT.03.308				2	1493	12
Politischer Bezirk Freistadt	AT.04.406				2	1492	12
Politischer Bezirk Feldkirch	AT.08.804				2	1488	12
Eisenstadt	AT.01.101				2	1495	12
Eisenstadt-Umgebung	AT.01.103				2	1495	12
Politischer Bezirk Eferding	AT.04.405				2	1492	12
Politischer Bezirk Dornbirn	AT.08.803				2	1488	12
Politischer Bezirk Deutschlandsberg	AT.06.603				2	1490	12
Politischer Bezirk Bruck an der Leitha	AT.03.307				2	1493	12
Politischer Bezirk Bregenz	AT.08.802				2	1488	12
Politischer Bezirk Braunau am Inn	AT.04.404				2	1492	12
Politischer Bezirk Bludenz	AT.08.801				2	1488	12
Politischer Bezirk Baden	AT.03.306				2	1493	12
Politischer Bezirk Amstetten	AT.03.305				2	1493	12
Politischer Bezirk Feldkirchen	AT.02.210				2	1494	12
Waidhofen an der Ybbs Stadt	AT.03.303				2	1493	12
Wels Stadt	AT.04.403				2	1492	12
Politischer Bezirk Murtal	AT.06.620				2	1490	12
Politischer Bezirk Bruck-Mürzzuschlag	AT.06.621				2	1490	12
Politischer Bezirk Hartberg-Fürstenfeld	AT.06.622				2	1490	12
Politischer Bezirk Südoststeiermark	AT.06.623				2	1490	12
City of West Torrens	AU.05.48410				2	1591	13
Plantagenet Shire	AU.08.57210				2	1590	13
City of Perth	AU.08.57080				2	1590	13
Kent Shire	AU.08.54480				2	1590	13
Esperance Shire	AU.08.53290				2	1590	13
Dumbleyung Shire	AU.08.53010				2	1590	13
Burnside	AU.05.40700				2	1591	13
Augusta-Margaret River Shire	AU.08.50280				2	1590	13
Yarra	AU.07.27350				2	1593	13
Warren Shire	AU.02.17950				2	1596	13
Tenterfield Municipality	AU.02.17400				2	1596	13
Temora Municipality	AU.02.17350				2	1596	13
Tamworth Municipality	AU.02.17310				2	1596	13
Shoalhaven Shire	AU.02.16950				2	1596	13
Randwick	AU.02.16550				2	1596	13
Port Stephens Shire	AU.02.16400				2	1596	13
Penrith Municipality	AU.02.16350				2	1596	13
Orange Municipality	AU.02.16150				2	1596	13
Nambucca Shire	AU.02.15700				2	1596	13
Mildura	AU.07.24780				2	1593	13
Maitland Municipality	AU.02.15050				2	1596	13
Lismore Municipality	AU.02.14850				2	1596	13
Lake Macquarie Shire	AU.02.14650				2	1596	13
Hornsby Shire	AU.02.14000				2	1596	13
Darebin	AU.07.21890				2	1593	13
Campbelltown Municipality	AU.02.11500				2	1596	13
Byron Shire	AU.02.11350				2	1596	13
Broken Hill Municipality	AU.02.11250				2	1596	13
Blue Mountains Municipality	AU.02.10900				2	1596	13
Balonne Shire	AU.04.30300				2	1595	13
Ballarat	AU.07.20570				2	1593	13
Albury Municipality	AU.02.10050				2	1596	13
City of Sydney	AU.02.17200				2	1596	13
Maranoa	AU.04.34860				2	1595	13
Broome	AU.08.50980				2	1590	13
Broomehill-Tambellup	AU.08.51080				2	1590	13
Bruce Rock	AU.08.51120				2	1590	13
Cassowary Coast	AU.04.32260				2	1595	13
Brighton	AU.06.60410				2	1594	13
Burnie	AU.06.60610				2	1594	13
Central Coast	AU.06.60810				2	1594	13
Central Highlands	AU.06.61010				2	1594	13
Circular Head	AU.06.61210				2	1594	13
Clarence	AU.06.61410				2	1594	13
Derwent Valley	AU.06.61510				2	1594	13
Dungog	AU.02.12700				2	1596	13
Eurobodalla	AU.02.12750				2	1596	13
Fairfield	AU.02.12850				2	1596	13
Forbes	AU.02.12900				2	1596	13
Gilgandra	AU.02.12950				2	1596	13
Glen Innes Severn	AU.02.13010				2	1596	13
Goulburn Mulwaree	AU.02.13310				2	1596	13
Greater Hume Shire	AU.02.13340				2	1596	13
Tweed	AU.02.17550				2	1596	13
Upper Hunter Shire	AU.02.17620				2	1596	13
Waratah/Wynyard	AU.06.65410				2	1594	13
West Coast	AU.06.65610				2	1594	13
West Tamar	AU.06.65810				2	1594	13
Belyuen	AU.03.70540				2	1592	13
Coomalie	AU.03.70700				2	1592	13
Moreton Bay	AU.04.35010				2	1595	13
Mornington	AU.04.35250				2	1595	13
Mount Isa	AU.04.35300				2	1595	13
Murweh	AU.04.35600				2	1595	13
Napranum	AU.04.35670				2	1595	13
North Burnett	AU.04.35760				2	1595	13
Northern Peninsula Area	AU.04.35780				2	1595	13
Palm Island	AU.04.35790				2	1595	13
Paroo	AU.04.35800				2	1595	13
Pormpuraaw	AU.04.36070				2	1595	13
Quilpie	AU.04.36150				2	1595	13
Redland	AU.04.36250				2	1595	13
Richmond	AU.04.36300				2	1595	13
Scenic Rim	AU.04.36510				2	1595	13
Somerset	AU.04.36580				2	1595	13
South Burnett	AU.04.36630				2	1595	13
Southern Downs	AU.04.36660				2	1595	13
Sunshine Coast	AU.04.36720				2	1595	13
Toowoomba	AU.04.36910				2	1595	13
Torres	AU.04.36950				2	1595	13
Torres Strait Island Region	AU.04.36960				2	1595	13
Townsville	AU.04.37010				2	1595	13
Weipa	AU.04.37300				2	1595	13
Western Downs	AU.04.37310				2	1595	13
Darwin	AU.03.71000				2	1592	13
East Arnhem	AU.03.71300				2	1592	13
Katherine	AU.03.72200				2	1592	13
Litchfield	AU.03.72300				2	1592	13
MacDonnell	AU.03.72330				2	1592	13
Palmerston	AU.03.72800				2	1592	13
Roper Gulf	AU.03.73600				2	1592	13
Tiwi Islands	AU.03.74050				2	1592	13
Victoria Daly	AU.03.74550				2	1592	13
Wagait	AU.03.74560				2	1592	13
West Arnhem	AU.03.74660				2	1592	13
Whitsunday	AU.04.37340				2	1595	13
Winton	AU.04.37400				2	1595	13
Woorabinda	AU.04.37550				2	1595	13
Wujal Wujal	AU.04.37570				2	1595	13
Yarrabah	AU.04.37600				2	1595	13
Coober Pedy	AU.05.41330				2	1591	13
Elliston	AU.05.41750				2	1591	13
Flinders Ranges	AU.05.41830				2	1591	13
Franklin Harbour	AU.05.41960				2	1591	13
Gawler	AU.05.42030				2	1591	13
Goyder	AU.05.42110				2	1591	13
Grant	AU.05.42250				2	1591	13
Holdfast Bay	AU.05.42600				2	1591	13
Kangaroo Island	AU.05.42750				2	1591	13
Karoonda East Murray	AU.05.43080				2	1591	13
Kimba	AU.05.43220				2	1591	13
Kingston	AU.05.43360				2	1591	13
Wudinna	AU.05.48640				2	1591	13
Light	AU.05.43650				2	1591	13
Lower Eyre Peninsula	AU.05.43710				2	1591	13
Loxton Waikerie	AU.05.43790				2	1591	13
Mallala	AU.05.43920				2	1591	13
Maralinga Tjarutja	AU.05.44000				2	1591	13
Marion	AU.05.44060				2	1591	13
Mid Murray	AU.05.44210				2	1591	13
Mitcham	AU.05.44340				2	1591	13
Mount Barker	AU.05.44550				2	1591	13
Mount Gambier	AU.05.44620				2	1591	13
Mount Remarkable	AU.05.44830				2	1591	13
Murray Bridge	AU.05.45040				2	1591	13
Naracoorte and Lucindale	AU.05.45090				2	1591	13
Northern Areas	AU.05.45120				2	1591	13
Norwood Payneham St Peters	AU.05.45290				2	1591	13
Onkaparinga	AU.05.45340				2	1591	13
Orroroo/Carrieton	AU.05.45400				2	1591	13
Peterborough	AU.05.45540				2	1591	13
Playford	AU.05.45680				2	1591	13
Port Adelaide Enfield	AU.05.45890				2	1591	13
Port Augusta	AU.05.46090				2	1591	13
Port Lincoln	AU.05.46300				2	1591	13
Port Pirie City and Dists	AU.05.46450				2	1591	13
Prospect	AU.05.46510				2	1591	13
Renmark Paringa	AU.05.46670				2	1591	13
Robe	AU.05.46860				2	1591	13
Roxby Downs	AU.05.46970				2	1591	13
Salisbury	AU.05.47140				2	1591	13
Southern Mallee	AU.05.47290				2	1591	13
Streaky Bay	AU.05.47490				2	1591	13
Tatiara	AU.05.47630				2	1591	13
Tea Tree Gully	AU.05.47700				2	1591	13
The Coorong	AU.05.47800				2	1591	13
Tumby Bay	AU.05.47910				2	1591	13
Unley	AU.05.47980				2	1591	13
Victor Harbor	AU.05.48050				2	1591	13
Wakefield	AU.05.48130				2	1591	13
Walkerville	AU.05.48260				2	1591	13
Wattle Range	AU.05.48340				2	1591	13
Whyalla	AU.05.48540				2	1591	13
Yankalilla	AU.05.48750				2	1591	13
Yorke Peninsula	AU.05.48830				2	1591	13
Boyup Brook	AU.08.50770				2	1590	13
Bridgetown-Greenbushes	AU.08.50840				2	1590	13
Brookton	AU.08.50910				2	1590	13
Bunbury	AU.08.51190				2	1590	13
Busselton	AU.08.51260				2	1590	13
Cambridge	AU.08.51310				2	1590	13
Canning	AU.08.51330				2	1590	13
Capel	AU.08.51400				2	1590	13
Carnamah	AU.08.51470				2	1590	13
Carnarvon	AU.08.51540				2	1590	13
Chapman Valley	AU.08.51610				2	1590	13
Chittering	AU.08.51680				2	1590	13
Claremont	AU.08.51750				2	1590	13
City of Cockburn	AU.08.51820				2	1590	13
Collie	AU.08.51890				2	1590	13
Coolgardie	AU.08.51960				2	1590	13
Coorow	AU.08.52030				2	1590	13
Corrigin	AU.08.52100				2	1590	13
Cottesloe	AU.08.52170				2	1590	13
Cranbrook	AU.08.52240				2	1590	13
Cuballing	AU.08.52310				2	1590	13
Cue	AU.08.52380				2	1590	13
Cunderdin	AU.08.52450				2	1590	13
Dalwallinu	AU.08.52520				2	1590	13
Dandaragan	AU.08.52590				2	1590	13
Dardanup	AU.08.52660				2	1590	13
Denmark	AU.08.52730				2	1590	13
Derby-West Kimberley	AU.08.52800				2	1590	13
Donnybrook-Balingup	AU.08.52870				2	1590	13
Dowerin	AU.08.52940				2	1590	13
Dundas	AU.08.53080				2	1590	13
East Fremantle	AU.08.53150				2	1590	13
East Pilbara	AU.08.53220				2	1590	13
Exmouth	AU.08.53360				2	1590	13
Fremantle	AU.08.53430				2	1590	13
Gingin	AU.08.53570				2	1590	13
Gnowangerup	AU.08.53640				2	1590	13
Goomalling	AU.08.53710				2	1590	13
Gosnells	AU.08.53780				2	1590	13
Halls Creek	AU.08.53920				2	1590	13
Harvey	AU.08.53990				2	1590	13
Irwin	AU.08.54060				2	1590	13
Jerramungup	AU.08.54130				2	1590	13
Joondalup	AU.08.54170				2	1590	13
Kalamunda	AU.08.54200				2	1590	13
Kalgoorlie/Boulder	AU.08.54280				2	1590	13
Katanning	AU.08.54340				2	1590	13
Kellerberrin	AU.08.54410				2	1590	13
Kojonup	AU.08.54550				2	1590	13
Kondinin	AU.08.54620				2	1590	13
Koorda	AU.08.54690				2	1590	13
Alpine	AU.07.20110				2	1593	13
Ararat	AU.07.20260				2	1593	13
Banyule	AU.07.20660				2	1593	13
Bass Coast	AU.07.20740				2	1593	13
Baw Baw	AU.07.20830				2	1593	13
Bayside	AU.07.20910				2	1593	13
Benalla	AU.07.21010				2	1593	13
Boroondara	AU.07.21110				2	1593	13
Brimbank	AU.07.21180				2	1593	13
Buloke	AU.07.21270				2	1593	13
Campaspe	AU.07.21370				2	1593	13
Cardinia	AU.07.21450				2	1593	13
Casey	AU.07.21610				2	1593	13
Central Goldfields	AU.07.21670				2	1593	13
Colac Otway	AU.07.21750				2	1593	13
Corangamite	AU.07.21830				2	1593	13
East Gippsland	AU.07.22110				2	1593	13
Frankston	AU.07.22170				2	1593	13
Gannawarra	AU.07.22250				2	1593	13
Glen Eira	AU.07.22310				2	1593	13
Glenelg	AU.07.22410				2	1593	13
Golden Plains	AU.07.22490				2	1593	13
Greater Bendigo	AU.07.22620				2	1593	13
Greater Dandenong	AU.07.22670				2	1593	13
Greater Geelong	AU.07.22750				2	1593	13
Greater Shepparton	AU.07.22830				2	1593	13
Hepburn	AU.07.22910				2	1593	13
Hindmarsh	AU.07.22980				2	1593	13
Hobsons Bay	AU.07.23110				2	1593	13
Horsham	AU.07.23190				2	1593	13
Hume	AU.07.23270				2	1593	13
Aurukun	AU.04.30250				2	1595	13
Banana	AU.04.30370				2	1595	13
Barcaldine	AU.04.30410				2	1595	13
Barcoo	AU.04.30450				2	1595	13
Blackall Tambo	AU.04.30760				2	1595	13
Boulia	AU.04.30900				2	1595	13
Brisbane	AU.04.31000				2	1595	13
Bulloo	AU.04.31750				2	1595	13
Bundaberg	AU.04.31820				2	1595	13
Burdekin	AU.04.31900				2	1595	13
Burke	AU.04.31950				2	1595	13
Cairns	AU.04.32080				2	1595	13
Carpentaria	AU.04.32250				2	1595	13
Central Highlands	AU.04.32270				2	1595	13
Charters Towers	AU.04.32310				2	1595	13
Cherbourg	AU.04.32330				2	1595	13
Cloncurry	AU.04.32450				2	1595	13
Cook Shire	AU.04.32500				2	1595	13
Croydon	AU.04.32600				2	1595	13
Diamantina	AU.04.32750				2	1595	13
Doomadgee	AU.04.32770				2	1595	13
Etheridge	AU.04.33100				2	1595	13
Flinders	AU.04.33200				2	1595	13
Fraser Coast	AU.04.33220				2	1595	13
Gladstone	AU.04.33360				2	1595	13
Gold Coast	AU.04.33430				2	1595	13
Goondiwindi	AU.04.33610				2	1595	13
Gympie Regional Council	AU.04.33620				2	1595	13
Hinchinbrook	AU.04.33800				2	1595	13
Hope Vale	AU.04.33830				2	1595	13
Ipswich	AU.04.33960				2	1595	13
Isaac	AU.04.33980				2	1595	13
Kowanyama	AU.04.34420				2	1595	13
Lockhart River	AU.04.34570				2	1595	13
Lockyer Valley	AU.04.34580				2	1595	13
Logan	AU.04.34590				2	1595	13
Longreach	AU.04.34710				2	1595	13
Mackay	AU.04.34770				2	1595	13
McKinlay	AU.04.34800				2	1595	13
Mapoon	AU.04.34830				2	1595	13
Kulin	AU.08.54760				2	1590	13
Kwinana	AU.08.54830				2	1590	13
Lake Grace	AU.08.54900				2	1590	13
Laverton	AU.08.54970				2	1590	13
Leonora	AU.08.55040				2	1590	13
Mandurah	AU.08.55110				2	1590	13
Manjimup	AU.08.55180				2	1590	13
Meekatharra	AU.08.55250				2	1590	13
Melville	AU.08.55320				2	1590	13
Menzies	AU.08.55390				2	1590	13
Merredin	AU.08.55460				2	1590	13
Mingenew	AU.08.55530				2	1590	13
Moora	AU.08.55600				2	1590	13
Morawa	AU.08.55670				2	1590	13
Mosman Park	AU.08.55740				2	1590	13
Mount Magnet	AU.08.55810				2	1590	13
Mount Marshall	AU.08.55880				2	1590	13
Mukinbudin	AU.08.55950				2	1590	13
Mundaring	AU.08.56090				2	1590	13
Murchison	AU.08.56160				2	1590	13
Murray	AU.08.56230				2	1590	13
Nannup	AU.08.56300				2	1590	13
Narembeen	AU.08.56370				2	1590	13
Narrogin	AU.08.56460				2	1590	13
Nedlands	AU.08.56580				2	1590	13
Ngaanyatjarraku	AU.08.56620				2	1590	13
Northam	AU.08.56730				2	1590	13
Northampton Shire	AU.08.56790				2	1590	13
Nungarin	AU.08.56860				2	1590	13
Peppermint Grove	AU.08.56930				2	1590	13
Perenjori	AU.08.57000				2	1590	13
Pingelly	AU.08.57140				2	1590	13
Port Hedland	AU.08.57280				2	1590	13
Quairading	AU.08.57350				2	1590	13
Ravensthorpe	AU.08.57420				2	1590	13
Rockingham	AU.08.57490				2	1590	13
Sandstone	AU.08.57630				2	1590	13
Serpentine-Jarrahdale	AU.08.57700				2	1590	13
Shark Bay	AU.08.57770				2	1590	13
South Perth	AU.08.57840				2	1590	13
Stirling	AU.08.57910				2	1590	13
Subiaco	AU.08.57980				2	1590	13
Swan	AU.08.58050				2	1590	13
Tammin	AU.08.58190				2	1590	13
Three Springs	AU.08.58260				2	1590	13
Adelaide	AU.05.40070				2	1591	13
Adelaide Hills	AU.05.40120				2	1591	13
Alexandrina	AU.05.40220				2	1591	13
Anangu Pitjantjatjara	AU.05.40250				2	1591	13
Barossa	AU.05.40310				2	1591	13
Barunga West	AU.05.40430				2	1591	13
Berri and Barmera	AU.05.40520				2	1591	13
Campbelltown	AU.05.40910				2	1591	13
Ceduna	AU.05.41010				2	1591	13
Charles Sturt	AU.05.41060				2	1591	13
Clare and Gilbert Valleys	AU.05.41140				2	1591	13
Cleve	AU.05.41190				2	1591	13
Copper Coast	AU.05.41560				2	1591	13
Albany	AU.08.50080				2	1590	13
Armadale	AU.08.50210				2	1590	13
Ashburton	AU.08.50250				2	1590	13
Bassendean	AU.08.50350				2	1590	13
Bayswater	AU.08.50420				2	1590	13
Belmont	AU.08.50490				2	1590	13
Beverley	AU.08.50560				2	1590	13
Boddington	AU.08.50630				2	1590	13
Break O'Day	AU.06.60210				2	1594	13
Devonport	AU.06.61610				2	1594	13
Dorset	AU.06.61810				2	1594	13
Flinders	AU.06.62010				2	1594	13
George Town	AU.06.62210				2	1594	13
Glamorgan/Spring Bay	AU.06.62410				2	1594	13
Glenorchy	AU.06.62610				2	1594	13
Hobart	AU.06.62810				2	1594	13
Huon Valley	AU.06.63010				2	1594	13
Kentish	AU.06.63210				2	1594	13
King Island	AU.06.63410				2	1594	13
Kingborough	AU.06.63610				2	1594	13
Latrobe	AU.06.63810				2	1594	13
Launceston	AU.06.64010				2	1594	13
Meander Valley	AU.06.64210				2	1594	13
Northern Midlands	AU.06.64610				2	1594	13
Alice Springs	AU.03.70200				2	1592	13
Barkly	AU.03.70420				2	1592	13
Central Desert	AU.03.70620				2	1592	13
Ballina	AU.02.10250				2	1596	13
Balranald	AU.02.10300				2	1596	13
Bathurst Regional	AU.02.10470				2	1596	13
The Hills Shire	AU.02.17420				2	1596	13
Bega Valley	AU.02.10550				2	1596	13
Bellingen	AU.02.10600				2	1596	13
Berrigan	AU.02.10650				2	1596	13
Blacktown	AU.02.10750				2	1596	13
Bland	AU.02.10800				2	1596	13
Blayney	AU.02.10850				2	1596	13
Bogan	AU.02.10950				2	1596	13
Botany Bay	AU.02.11100				2	1596	13
Bourke	AU.02.11150				2	1596	13
Brewarrina	AU.02.11200				2	1596	13
Burwood	AU.02.11300				2	1596	13
Cabonne	AU.02.11400				2	1596	13
Camden	AU.02.11450				2	1596	13
Canada Bay	AU.02.11520				2	1596	13
Carrathool	AU.02.11600				2	1596	13
Central Darling	AU.02.11700				2	1596	13
Cessnock	AU.02.11720				2	1596	13
Clarence Valley	AU.02.11730				2	1596	13
Cobar	AU.02.11750				2	1596	13
Coffs Harbour	AU.02.11800				2	1596	13
Coolamon	AU.02.12000				2	1596	13
Coonamble	AU.02.12150				2	1596	13
Cowra	AU.02.12350				2	1596	13
Griffith	AU.02.13450				2	1596	13
Gundagai	AU.02.13510				2	1596	13
Gunnedah	AU.02.13550				2	1596	13
Gwydir	AU.02.13660				2	1596	13
Hawkesbury	AU.02.13800				2	1596	13
Hay	AU.02.13850				2	1596	13
Hunters Hill	AU.02.14100				2	1596	13
Inverell	AU.02.14200				2	1596	13
Junee	AU.02.14300				2	1596	13
Kempsey	AU.02.14350				2	1596	13
Kiama	AU.02.14400				2	1596	13
Ku-ring-gai	AU.02.14500				2	1596	13
Kyogle	AU.02.14550				2	1596	13
Lachlan	AU.02.14600				2	1596	13
Lane Cove	AU.02.14700				2	1596	13
Leeton	AU.02.14750				2	1596	13
Lithgow	AU.02.14870				2	1596	13
Liverpool	AU.02.14900				2	1596	13
Liverpool Plains	AU.02.14920				2	1596	13
Lockhart	AU.02.14950				2	1596	13
Mid-Western Regional	AU.02.15270				2	1596	13
Moree Plains	AU.02.15300				2	1596	13
Mosman	AU.02.15350				2	1596	13
Muswellbrook	AU.02.15650				2	1596	13
Narrabri	AU.02.15750				2	1596	13
Narrandera	AU.02.15800				2	1596	13
Narromine	AU.02.15850				2	1596	13
Newcastle	AU.02.15900				2	1596	13
North Sydney	AU.02.15950				2	1596	13
Oberon	AU.02.16100				2	1596	13
Parkes	AU.02.16200				2	1596	13
Parramatta	AU.02.16260				2	1596	13
Port Macquarie-Hastings	AU.02.16380				2	1596	13
Richmond Valley	AU.02.16610				2	1596	13
City of Rockdale	AU.02.16650				2	1596	13
Ryde	AU.02.16700				2	1596	13
Shellharbour	AU.02.16900				2	1596	13
Singleton	AU.02.17000				2	1596	13
Strathfield	AU.02.17100				2	1596	13
Sutherland Shire	AU.02.17150				2	1596	13
Upper Lachlan Shire	AU.02.17640				2	1596	13
Uralla	AU.02.17650				2	1596	13
Wagga Wagga	AU.02.17750				2	1596	13
Walcha	AU.02.17850				2	1596	13
Walgett	AU.02.17900				2	1596	13
Warrumbungle Shire	AU.02.18020				2	1596	13
Waverley	AU.02.18050				2	1596	13
Weddin	AU.02.18100				2	1596	13
Wentworth	AU.02.18200				2	1596	13
Willoughby	AU.02.18250				2	1596	13
Wingecarribee	AU.02.18350				2	1596	13
Wollondilly	AU.02.18400				2	1596	13
Wollongong	AU.02.18450				2	1596	13
Woollahra	AU.02.18500				2	1596	13
Yass Valley	AU.02.18710				2	1596	13
Indigo	AU.07.23350				2	1593	13
Kingston	AU.07.23430				2	1593	13
Knox	AU.07.23670				2	1593	13
Latrobe	AU.07.23810				2	1593	13
Loddon	AU.07.23940				2	1593	13
Macedon Ranges	AU.07.24130				2	1593	13
Manningham	AU.07.24210				2	1593	13
Mansfield	AU.07.24250				2	1593	13
Maribyrnong	AU.07.24330				2	1593	13
Maroondah	AU.07.24410				2	1593	13
Melbourne	AU.07.24600				2	1593	13
Melton	AU.07.24650				2	1593	13
Mitchell	AU.07.24850				2	1593	13
Moira	AU.07.24900				2	1593	13
Monash	AU.07.24970				2	1593	13
Moonee Valley	AU.07.25060				2	1593	13
Moorabool	AU.07.25150				2	1593	13
Moreland	AU.07.25250				2	1593	13
Mornington Peninsula	AU.07.25340				2	1593	13
Mount Alexander	AU.07.25430				2	1593	13
Moyne	AU.07.25490				2	1593	13
Murrindindi	AU.07.25620				2	1593	13
Nillumbik	AU.07.25710				2	1593	13
Northern Grampians	AU.07.25810				2	1593	13
Port Phillip	AU.07.25900				2	1593	13
Pyrenees	AU.07.25990				2	1593	13
Queenscliffe	AU.07.26080				2	1593	13
South Gippsland	AU.07.26170				2	1593	13
Southern Grampians	AU.07.26260				2	1593	13
Stonnington	AU.07.26350				2	1593	13
Strathbogie	AU.07.26430				2	1593	13
Surf Coast	AU.07.26490				2	1593	13
Swan Hill	AU.07.26610				2	1593	13
Towong	AU.07.26670				2	1593	13
Wangaratta	AU.07.26700				2	1593	13
Warrnambool	AU.07.26730				2	1593	13
Wellington	AU.07.26810				2	1593	13
West Wimmera	AU.07.26890				2	1593	13
Whitehorse	AU.07.26980				2	1593	13
Whittlesea	AU.07.27070				2	1593	13
Wodonga	AU.07.27170				2	1593	13
Wyndham	AU.07.27260				2	1593	13
Yarra Ranges	AU.07.27450				2	1593	13
Yarriambiack	AU.07.27630				2	1593	13
Toodyay	AU.08.58330				2	1590	13
Trayning	AU.08.58400				2	1590	13
Upper Gascoyne	AU.08.58470				2	1590	13
Victoria Park	AU.08.58510				2	1590	13
Victoria Plains	AU.08.58540				2	1590	13
Vincent	AU.08.58570				2	1590	13
Wagin	AU.08.58610				2	1590	13
Wandering	AU.08.58680				2	1590	13
Wanneroo	AU.08.58760				2	1590	13
Waroona	AU.08.58820				2	1590	13
West Arthur	AU.08.58890				2	1590	13
Westonia	AU.08.59030				2	1590	13
Wickepin	AU.08.59100				2	1590	13
Williams	AU.08.59170				2	1590	13
Wiluna	AU.08.59250				2	1590	13
Wongan-Ballidu	AU.08.59310				2	1590	13
Woodanilling	AU.08.59320				2	1590	13
Wyalkatchem	AU.08.59330				2	1590	13
Wyndham-East Kimberley	AU.08.59340				2	1590	13
Yalgoo	AU.08.59350				2	1590	13
Yilgarn	AU.08.59360				2	1590	13
York	AU.08.59370				2	1590	13
Sorell	AU.06.64810				2	1594	13
Southern Midlands	AU.06.65010				2	1594	13
Tasman Peninsula	AU.06.65210				2	1594	13
Snowy Monaro Regional	AU.02.17040				2	1596	13
Douglas	AU.04.32810				2	1595	13
Karratha	AU.08.54310				2	1590	13
Queanbeyan-Palerang Regional	AU.02.16490				2	1596	13
Mareeba	AU.04.34880				2	1595	13
Noosa	AU.04.35740				2	1595	13
Rockhampton	AU.04.36370				2	1595	13
Tablelands	AU.04.36820				2	1595	13
Armidale Regional	AU.02.10130				2	1596	13
Snowy Valleys	AU.02.17080				2	1596	13
Western Plains Regional	AU.02.18230				2	1596	13
Greater Geraldton	AU.08.53800				2	1590	13
Hilltops	AU.02.13910				2	1596	13
Inner West	AU.02.14170				2	1596	13
Mid-Coast	AU.02.15240				2	1596	13
Murray River	AU.02.15520				2	1596	13
Murrumbidgee	AU.02.15560				2	1596	13
Northern Beaches	AU.02.15990				2	1596	13
Canterbury-Bankstown	AU.02.11570				2	1596	13
Central Coast	AU.02.11650				2	1596	13
Cumberland	AU.02.12380				2	1596	13
Edward River	AU.02.12730				2	1596	13
Federation	AU.02.12870				2	1596	13
Georges River	AU.02.12930				2	1596	13
Livingstone	AU.04.34530				2	1595	13
West Daly	AU.03.74680				2	1592	13
Vårdö	AX.213.941				2	2139	15
Sund	AX.212.771				2	2138	15
Sottunga	AX.213.766				2	2139	15
Saltvik	AX.212.736				2	2138	15
Lumparland	AX.212.438				2	2138	15
Lemland	AX.212.417				2	2138	15
Kumlinge	AX.213.295				2	2139	15
Kökar	AX.213.318				2	2139	15
Föglö	AX.213.062				2	2139	15
Brändö	AX.213.035				2	2139	15
Mariehamn	AX.211.478				2	2137	15
Jomala	AX.212.170				2	2138	15
Hammarland	AX.212.076				2	2138	15
Geta	AX.212.065				2	2138	15
Finström	AX.212.060				2	2138	15
Eckerö	AX.212.043				2	2138	15
Şahbuz	AZ.35.147212	AZ-SAH	RAYON	Shahbuz Rayon	2	2165	16
Ordubad	AZ.35.147365	AZ-ORD	RAYON	Ordubad Rayon	2	2165	16
Şərur	AZ.35.147997	AZ-SAR	RAYON	Sharur Rayon	2	2165	16
Culfa	AZ.35.148132	AZ-CUL	RAYON	Julfa Rayon	2	2165	16
Nakhchivan City	AZ.35.148412				2	2165	16
Sədərək	AZ.35.409387	AZ-SAD	RAYON	Sadarak Rayon	2	2165	16
Shaumyan Rayon	AZ.21.585038				2	2202	16
Shaumyanovskiy Rayon	AZ.09.585039				2	2210	16
Ordzhonikidzevskiy Rayon))	AZ.09.585320				2	2210	16
Oktyabr'skiy Rayon	AZ.09.585328				2	2210	16
